Station,Date/Time  ,DATE,TIME,Temp ,SpCond ,DO Conc ,pH
G381,8/3/2012 6:01,8/3/2012,6:01,27.04,0.832,0.13,7.62
G381,8/3/2012 6:16,8/3/2012,6:16,26.98,0.835,0.12,7.61
G381,8/3/2012 6:31,8/3/2012,6:31,26.95,0.836,0.12,7.61
G381,8/3/2012 6:46,8/3/2012,6:46,26.92,0.838,0.12,7.6
G381,8/3/2012 7:01,8/3/2012,7:01,26.94,0.838,0.11,7.59
G381,8/3/2012 7:16,8/3/2012,7:16,26.9,0.84,0.11,7.59
G381,8/3/2012 7:31,8/3/2012,7:31,26.86,0.841,0.13,7.57
G381,8/3/2012 7:46,8/3/2012,7:46,26.85,0.841,0.12,7.59
G381,8/3/2012 8:01,8/3/2012,8:01,26.88,0.841,0.12,7.59
G381,8/3/2012 8:16,8/3/2012,8:16,26.97,0.841,0.13,7.6
G381,8/3/2012 8:31,8/3/2012,8:31,27.08,0.841,0.14,7.62
G381,8/3/2012 8:46,8/3/2012,8:46,27.22,0.84,0.28,7.64
G381,8/3/2012 9:01,8/3/2012,9:01,27.37,0.839,0.16,7.64
G381,8/3/2012 9:16,8/3/2012,9:16,27.62,0.838,0.16,7.66
G381,8/3/2012 9:31,8/3/2012,9:31,27.81,0.836,0.17,7.66
G381,8/3/2012 9:46,8/3/2012,9:46,28.17,0.828,0.19,7.73
G381,8/3/2012 10:01,8/3/2012,10:01,28.51,0.824,0.44,7.84
G381,8/3/2012 10:16,8/3/2012,10:16,28.82,0.82,0.67,7.9
G381,8/3/2012 10:31,8/3/2012,10:31,29.18,0.815,1.61,7.94
G381,8/3/2012 10:46,8/3/2012,10:46,29.63,0.809,3.84,8.08
G381,8/3/2012 11:01,8/3/2012,11:01,30.01,0.805,6.14,8.13
G381,8/3/2012 11:16,8/3/2012,11:16,30.36,0.8,7.56,8.21
G381,8/3/2012 11:31,8/3/2012,11:31,30.83,0.794,8.28,8.24
G381,8/3/2012 11:46,8/3/2012,11:46,31.21,0.79,9.58,8.27
G381,8/3/2012 12:01,8/3/2012,12:01,31.27,0.787,10.05,8.29
G381,8/3/2012 12:16,8/3/2012,12:16,30.99,0.786,12.19,8.37
G381,8/3/2012 12:31,8/3/2012,12:31,30.79,0.781,11.92,8.38
G381,8/3/2012 12:46,8/3/2012,12:46,30.79,0.768,11.34,8.41
G381,8/3/2012 13:01,8/3/2012,1:01,31.01,0.755,12.82,8.5
G381,8/3/2012 13:16,8/3/2012,1:16,31.11,0.752,13.12,8.65
G381,8/3/2012 13:31,8/3/2012,1:31,31.02,0.749,13.75,8.71
G381,8/3/2012 13:46,8/3/2012,1:46,30.96,0.734,14.73,8.79
G381,8/3/2012 14:01,8/3/2012,2:01,30.74,0.729,16.42,8.84
G381,8/3/2012 14:16,8/3/2012,2:16,30.52,0.727,16.83,8.9
G381,8/3/2012 14:31,8/3/2012,2:31,30.36,0.724,17.2,8.94
G381,8/3/2012 14:46,8/3/2012,2:46,30.27,0.725,16.63,8.89
G381,8/3/2012 15:01,8/3/2012,3:01,30.17,0.721,17,8.9
G381,8/3/2012 15:16,8/3/2012,3:16,30.16,0.721,16.98,8.88
G381,8/3/2012 15:31,8/3/2012,3:31,30.05,0.725,16.19,8.86
G381,8/3/2012 15:46,8/3/2012,3:46,29.91,0.726,16.05,8.87
G381,8/3/2012 16:01,8/3/2012,4:01,29.69,0.727,15.84,8.86
G381,8/3/2012 16:16,8/3/2012,4:16,29.55,0.727,15.66,8.84
G381,8/3/2012 16:31,8/3/2012,4:31,29.41,0.726,15.56,8.84
G381,8/3/2012 16:46,8/3/2012,4:46,29.31,0.726,15.3,8.82
G381,8/3/2012 17:01,8/3/2012,5:01,29.19,0.726,15.06,8.81
G381,8/3/2012 17:16,8/3/2012,5:16,29.06,0.728,14.58,8.79
G381,8/3/2012 17:31,8/3/2012,5:31,28.97,0.729,14.26,8.75
G381,8/3/2012 17:46,8/3/2012,5:46,28.88,0.731,13.99,8.73
G381,8/3/2012 18:01,8/3/2012,6:01,28.82,0.731,13.83,8.7
G381,8/3/2012 18:16,8/3/2012,6:16,28.81,0.732,13.67,8.67
G381,8/3/2012 18:31,8/3/2012,6:31,28.86,0.738,13.25,8.54
G381,8/3/2012 18:46,8/3/2012,6:46,28.76,0.734,13.6,8.62
G381,8/3/2012 19:01,8/3/2012,7:01,28.61,0.738,13.47,8.61
G381,8/3/2012 19:16,8/3/2012,7:16,28.53,0.74,12.99,8.55
G381,8/3/2012 19:31,8/3/2012,7:31,28.4,0.743,12.4,8.48
G381,8/3/2012 19:46,8/3/2012,7:46,28.3,0.746,11.79,8.41
G381,8/3/2012 20:01,8/3/2012,8:01,28.25,0.749,11.11,8.32
G381,8/3/2012 20:16,8/3/2012,8:16,28.16,0.752,10.22,8.25
G381,8/3/2012 20:31,8/3/2012,8:31,28.06,0.756,9.3,8.16
G381,8/3/2012 20:46,8/3/2012,8:46,28,0.759,8.61,8.09
G381,8/3/2012 21:01,8/3/2012,9:01,27.92,0.763,7.84,8.01
G381,8/3/2012 21:16,8/3/2012,9:16,27.87,0.767,7.07,7.95
G381,8/3/2012 21:31,8/3/2012,9:31,27.8,0.771,6.3,7.89
G381,8/3/2012 21:46,8/3/2012,9:46,27.76,0.775,5.54,7.83
G381,8/3/2012 22:01,8/3/2012,10:01,27.71,0.78,4.72,7.78
G381,8/3/2012 22:16,8/3/2012,10:16,27.66,0.785,3.97,7.74
G381,8/3/2012 22:31,8/3/2012,10:31,27.59,0.789,3.34,7.72
G381,8/3/2012 22:46,8/3/2012,10:46,27.53,0.794,2.62,7.68
G381,8/3/2012 23:01,8/3/2012,11:01,27.45,0.798,1.95,7.66
G381,8/3/2012 23:16,8/3/2012,11:16,27.41,0.802,1.42,7.63
G381,8/3/2012 23:31,8/3/2012,11:31,27.35,0.806,1,7.62
G381,8/3/2012 23:46,8/3/2012,11:46,27.32,0.809,0.67,7.61
G381,8/4/2012 0:01,8/4/2012,12:01,27.26,0.812,0.43,7.59
G381,8/4/2012 0:16,8/4/2012,12:16,27.21,0.814,0.35,7.6
G381,8/4/2012 0:31,8/4/2012,12:31,27.17,0.816,0.32,7.59
G381,8/4/2012 0:46,8/4/2012,12:46,27.11,0.818,0.29,7.59
G381,8/4/2012 1:01,8/4/2012,1:01,27.07,0.82,0.27,7.6
G381,8/4/2012 1:16,8/4/2012,1:16,27.03,0.822,0.24,7.59
G381,8/4/2012 1:31,8/4/2012,1:31,26.96,0.824,0.22,7.58
G381,8/4/2012 1:46,8/4/2012,1:46,26.9,0.826,0.21,7.58
G381,8/4/2012 2:01,8/4/2012,2:01,26.87,0.828,0.22,7.58
G381,8/4/2012 2:16,8/4/2012,2:16,26.81,0.829,0.2,7.57
G381,8/4/2012 2:31,8/4/2012,2:31,26.73,0.831,0.22,7.57
G381,8/4/2012 2:46,8/4/2012,2:46,26.66,0.833,0.2,7.56
G381,8/4/2012 3:01,8/4/2012,3:01,26.66,0.834,0.18,7.55
G381,8/4/2012 3:16,8/4/2012,3:16,26.63,0.835,0.18,7.55
G381,8/4/2012 3:31,8/4/2012,3:31,26.57,0.837,0.19,7.55
G381,8/4/2012 3:46,8/4/2012,3:46,26.5,0.838,0.19,7.55
G381,8/4/2012 4:01,8/4/2012,4:01,26.46,0.839,0.18,7.54
G381,8/4/2012 4:16,8/4/2012,4:16,26.42,0.84,0.17,7.54
G381,8/4/2012 4:31,8/4/2012,4:31,26.39,0.841,0.16,7.54
G381,8/4/2012 4:46,8/4/2012,4:46,26.34,0.842,0.15,7.53
G381,8/4/2012 5:01,8/4/2012,5:01,26.32,0.843,0.17,7.53
G381,8/4/2012 5:16,8/4/2012,5:16,26.29,0.844,0.15,7.52
G381,8/4/2012 5:31,8/4/2012,5:31,26.24,0.845,0.14,7.52
G381,8/4/2012 5:46,8/4/2012,5:46,26.21,0.845,0.14,7.52
G381,8/4/2012 6:01,8/4/2012,6:01,26.17,0.846,0.13,7.52
G381,8/4/2012 6:16,8/4/2012,6:16,26.14,0.847,0.13,7.51
G381,8/4/2012 6:31,8/4/2012,6:31,26.1,0.847,0.12,7.51
G381,8/4/2012 6:46,8/4/2012,6:46,26.05,0.848,0.12,7.51
G381,8/4/2012 7:01,8/4/2012,7:01,26.02,0.848,0.12,7.51
G381,8/4/2012 7:16,8/4/2012,7:16,26.01,0.849,0.12,7.5
G381,8/4/2012 7:31,8/4/2012,7:31,26,0.849,0.12,7.5
G381,8/4/2012 7:46,8/4/2012,7:46,26.03,0.849,0.15,7.49
G381,8/4/2012 8:01,8/4/2012,8:01,26.09,0.849,0.31,7.49
G381,8/4/2012 8:16,8/4/2012,8:16,26.19,0.848,0.58,7.5
G381,8/4/2012 8:31,8/4/2012,8:31,26.29,0.846,1.24,7.53
G381,8/4/2012 8:46,8/4/2012,8:46,26.41,0.843,2.23,7.55
G381,8/4/2012 9:01,8/4/2012,9:01,26.51,0.841,2.31,7.58
G381,8/4/2012 9:16,8/4/2012,9:16,26.6,0.84,3.01,7.6
G381,8/4/2012 9:31,8/4/2012,9:31,26.73,0.836,2.96,7.56
G381,8/4/2012 9:46,8/4/2012,9:46,27,0.83,3.1,7.69
G381,8/4/2012 10:01,8/4/2012,10:01,27.28,0.827,3.05,7.77
G381,8/4/2012 10:16,8/4/2012,10:16,27.54,0.825,3.71,7.85
G381,8/4/2012 10:31,8/4/2012,10:31,27.95,0.821,4.78,7.97
G381,8/4/2012 10:46,8/4/2012,10:46,28.27,0.819,6.56,8.01
G381,8/4/2012 11:01,8/4/2012,11:01,28.75,0.815,6.61,8.13
G381,8/4/2012 11:16,8/4/2012,11:16,29.05,0.812,8.17,8.16
G381,8/4/2012 11:31,8/4/2012,11:31,29.46,0.809,9.33,8.25
G381,8/4/2012 11:46,8/4/2012,11:46,29.89,0.805,11.32,8.28
G381,8/4/2012 12:01,8/4/2012,12:01,30.3,0.799,11.43,8.35
G381,8/4/2012 12:16,8/4/2012,12:16,30.65,0.796,11.93,8.42
G381,8/4/2012 12:31,8/4/2012,12:31,30.87,0.795,12.69,8.42
G381,8/4/2012 12:46,8/4/2012,12:46,31.24,0.79,15.32,8.46
G381,8/4/2012 13:01,8/4/2012,1:01,31.65,0.784,14.77,8.5
G381,8/4/2012 13:16,8/4/2012,1:16,32.1,0.776,15.95,8.54
G381,8/4/2012 13:31,8/4/2012,1:31,31.97,0.781,16.15,8.54
G381,8/4/2012 13:46,8/4/2012,1:46,31.93,0.785,16.87,8.52
G381,8/4/2012 14:01,8/4/2012,2:01,32.01,0.783,17.46,8.51
G381,8/4/2012 14:16,8/4/2012,2:16,32.22,0.784,15.97,8.49
G381,8/4/2012 14:31,8/4/2012,2:31,32.46,0.783,16.53,8.51
G381,8/4/2012 14:46,8/4/2012,2:46,32.49,0.786,16.58,8.49
G381,8/4/2012 15:01,8/4/2012,3:01,32.82,0.784,16.92,8.52
G381,8/4/2012 15:16,8/4/2012,3:16,32.94,0.787,17.27,8.51
G381,8/4/2012 15:31,8/4/2012,3:31,32.91,0.793,16.16,8.49
G381,8/4/2012 15:46,8/4/2012,3:46,33.16,0.792,16.26,8.49
G381,8/4/2012 16:01,8/4/2012,4:01,33.13,0.789,16.6,8.47
G381,8/4/2012 16:16,8/4/2012,4:16,33.37,0.786,16.14,8.59
G381,8/4/2012 16:31,8/4/2012,4:31,33.26,0.778,14.01,8.59
G381,8/4/2012 16:46,8/4/2012,4:46,33.56,0.762,14.96,8.77
G381,8/4/2012 17:01,8/4/2012,5:01,33.52,0.748,14.18,8.83
G381,8/4/2012 17:16,8/4/2012,5:16,33.33,0.732,12.9,8.92
G381,8/4/2012 17:31,8/4/2012,5:31,33.36,0.713,14.56,9.17
G381,8/4/2012 17:46,8/4/2012,5:46,32.89,0.708,15.02,9.25
G381,8/4/2012 18:01,8/4/2012,6:01,32.48,0.706,15,9.3
G381,8/4/2012 18:16,8/4/2012,6:16,32.01,0.707,14.53,9.22
G381,8/4/2012 18:31,8/4/2012,6:31,31.6,0.708,13.73,9.14
G381,8/4/2012 18:46,8/4/2012,6:46,31.18,0.712,12.92,9.03
G381,8/4/2012 19:01,8/4/2012,7:01,30.87,0.716,12.15,8.91
G381,8/4/2012 19:16,8/4/2012,7:16,30.6,0.719,11.36,8.83
G381,8/4/2012 19:31,8/4/2012,7:31,30.47,0.721,10.79,8.77
G381,8/4/2012 19:46,8/4/2012,7:46,30.26,0.724,9.91,8.68
G381,8/4/2012 20:01,8/4/2012,8:01,30.15,0.728,8.95,8.58
G381,8/4/2012 20:16,8/4/2012,8:16,29.9,0.73,8.22,8.51
G381,8/4/2012 20:31,8/4/2012,8:31,29.7,0.735,7.75,8.44
G381,8/4/2012 20:46,8/4/2012,8:46,29.53,0.739,6.78,8.36
G381,8/4/2012 21:01,8/4/2012,9:01,29.43,0.74,6.4,8.31
G381,8/4/2012 21:16,8/4/2012,9:16,29.3,0.744,5.95,7.98
G381,8/4/2012 21:31,8/4/2012,9:31,29.21,0.748,5.27,8.02
G381,8/4/2012 21:46,8/4/2012,9:46,29.15,0.757,4.23,7.98
G381,8/4/2012 22:01,8/4/2012,10:01,28.99,0.761,3.35,7.91
G381,8/4/2012 22:16,8/4/2012,10:16,28.76,0.766,2.7,7.88
G381,8/4/2012 22:31,8/4/2012,10:31,28.58,0.771,2.24,7.86
G381,8/4/2012 22:46,8/4/2012,10:46,28.45,0.776,1.49,7.77
G381,8/4/2012 23:01,8/4/2012,11:01,28.32,0.78,1.16,7.76
G381,8/4/2012 23:16,8/4/2012,11:16,28.22,0.783,0.8,7.73
G381,8/4/2012 23:31,8/4/2012,11:31,28.18,0.787,0.53,7.7
G381,8/4/2012 23:46,8/4/2012,11:46,28.04,0.791,0.39,7.7
G381,8/5/2012 0:01,8/5/2012,12:01,27.99,0.795,0.3,7.69
G381,8/5/2012 0:16,8/5/2012,12:16,27.89,0.799,0.27,7.69
G381,8/5/2012 0:31,8/5/2012,12:31,27.81,0.802,0.24,7.69
G381,8/5/2012 0:46,8/5/2012,12:46,27.72,0.806,0.23,7.69
G381,8/5/2012 1:01,8/5/2012,1:01,27.66,0.809,0.22,7.68
G381,8/5/2012 1:16,8/5/2012,1:16,27.62,0.812,0.2,7.67
G381,8/5/2012 1:31,8/5/2012,1:31,27.55,0.815,0.19,7.67
G381,8/5/2012 1:46,8/5/2012,1:46,27.51,0.818,0.19,7.65
G381,8/5/2012 2:01,8/5/2012,2:01,27.52,0.821,0.18,7.63
G381,8/5/2012 2:16,8/5/2012,2:16,27.41,0.823,0.18,7.64
G381,8/5/2012 2:31,8/5/2012,2:31,27.34,0.824,0.18,7.63
G381,8/5/2012 2:46,8/5/2012,2:46,27.3,0.827,0.17,7.63
G381,8/5/2012 3:01,8/5/2012,3:01,27.23,0.83,0.16,7.62
G381,8/5/2012 3:16,8/5/2012,3:16,27.15,0.832,0.16,7.63
G381,8/5/2012 3:31,8/5/2012,3:31,27.15,0.834,0.15,7.62
G381,8/5/2012 3:46,8/5/2012,3:46,27.12,0.836,0.14,7.6
G381,8/5/2012 4:01,8/5/2012,4:01,27.05,0.838,0.13,7.6
G381,8/5/2012 4:16,8/5/2012,4:16,27.02,0.84,0.12,7.59
G381,8/5/2012 4:31,8/5/2012,4:31,26.98,0.842,0.14,7.59
G381,8/5/2012 4:46,8/5/2012,4:46,26.97,0.843,0.12,7.59
G381,8/5/2012 5:01,8/5/2012,5:01,26.94,0.845,0.12,7.58
G381,8/5/2012 5:16,8/5/2012,5:16,26.89,0.846,0.11,7.56
G381,8/5/2012 5:31,8/5/2012,5:31,26.84,0.849,0.11,7.55
G381,8/5/2012 5:46,8/5/2012,5:46,26.77,0.849,0.1,7.56
G381,8/5/2012 6:01,8/5/2012,6:01,26.73,0.851,0.12,7.56
G381,8/5/2012 6:16,8/5/2012,6:16,26.67,0.852,0.11,7.56
G381,8/5/2012 6:31,8/5/2012,6:31,26.72,0.854,0.11,7.55
G381,8/5/2012 6:46,8/5/2012,6:46,26.68,0.854,0.1,7.55
G381,8/5/2012 7:01,8/5/2012,7:01,26.65,0.855,0.1,7.54
G381,8/5/2012 7:16,8/5/2012,7:16,26.64,0.856,0.1,7.54
G381,8/5/2012 7:31,8/5/2012,7:31,26.65,0.856,0.11,7.55
G381,8/5/2012 7:46,8/5/2012,7:46,26.67,0.856,0.12,7.54
G381,8/5/2012 8:01,8/5/2012,8:01,26.74,0.855,0.3,7.54
G381,8/5/2012 8:16,8/5/2012,8:16,26.86,0.854,0.89,7.56
G381,8/5/2012 8:31,8/5/2012,8:31,26.99,0.852,1.35,7.59
G381,8/5/2012 8:46,8/5/2012,8:46,27.08,0.849,2.35,7.62
G381,8/5/2012 9:01,8/5/2012,9:01,27.13,0.843,3.3,7.64
G381,8/5/2012 9:16,8/5/2012,9:16,27.25,0.84,3.71,7.65
G381,8/5/2012 9:31,8/5/2012,9:31,27.32,0.839,4.54,7.68
G381,8/5/2012 9:46,8/5/2012,9:46,27.49,0.838,5.45,7.7
G381,8/5/2012 10:01,8/5/2012,10:01,27.63,0.842,4.61,7.62
G381,8/5/2012 10:16,8/5/2012,10:16,27.88,0.84,4.21,7.59
G381,8/5/2012 10:31,8/5/2012,10:31,28.7,0.822,9.16,8.05
G381,8/5/2012 10:46,8/5/2012,10:46,27.99,0.8,8.63,7.87
G381,8/5/2012 11:01,8/5/2012,11:01,27.96,0.792,8.96,7.93
G381,8/5/2012 11:16,8/5/2012,11:16,27.99,0.793,9.31,7.95
G381,8/5/2012 11:31,8/5/2012,11:31,28.08,0.792,9.5,7.96
G381,8/5/2012 11:46,8/5/2012,11:46,28.46,0.794,9.35,8.01
G381,8/5/2012 12:01,8/5/2012,12:01,28.92,0.793,9.65,8.09
G381,8/5/2012 12:16,8/5/2012,12:16,29.44,0.793,10.36,8.16
G381,8/5/2012 12:31,8/5/2012,12:31,29.08,0.803,13.34,8.12
G381,8/5/2012 12:46,8/5/2012,12:46,30.04,0.778,10.32,8.17
G381,8/5/2012 13:01,8/5/2012,1:01,30.47,0.767,12.74,8.35
G381,8/5/2012 13:16,8/5/2012,1:16,30.84,0.763,13.6,8.44
G381,8/5/2012 13:31,8/5/2012,1:31,31.06,0.762,14.08,8.46
G381,8/5/2012 13:46,8/5/2012,1:46,30.8,0.764,14.6,8.39
G381,8/5/2012 14:01,8/5/2012,2:01,30.93,0.763,14.06,8.39
G381,8/5/2012 14:16,8/5/2012,2:16,31.19,0.761,13.89,8.4
G381,8/5/2012 14:31,8/5/2012,2:31,31.17,0.764,13.6,8.34
G381,8/5/2012 14:46,8/5/2012,2:46,31.35,0.759,13.61,8.35
G381,8/5/2012 15:01,8/5/2012,3:01,31.42,0.755,12.83,8.28
G381,8/5/2012 15:16,8/5/2012,3:16,31.53,0.753,12.86,8.29
G381,8/5/2012 15:31,8/5/2012,3:31,31.83,0.748,13.52,8.4
G381,8/5/2012 15:46,8/5/2012,3:46,32.24,0.734,13.81,8.48
G381,8/5/2012 16:01,8/5/2012,4:01,32.29,0.732,13.91,8.48
G381,8/5/2012 16:16,8/5/2012,4:16,32.56,0.727,14.79,8.6
G381,8/5/2012 16:31,8/5/2012,4:31,32.69,0.724,15.17,8.67
G381,8/5/2012 16:46,8/5/2012,4:46,32.75,0.724,15.78,8.77
G381,8/5/2012 17:01,8/5/2012,5:01,32.98,0.718,15.65,8.76
G381,8/5/2012 17:16,8/5/2012,5:16,32.97,0.712,16.13,8.89
G381,8/5/2012 17:31,8/5/2012,5:31,32.73,0.712,16.1,8.87
G381,8/5/2012 17:46,8/5/2012,5:46,32.69,0.71,16.08,8.92
G381,8/5/2012 18:01,8/5/2012,6:01,32.47,0.706,16.09,8.91
G381,8/5/2012 18:16,8/5/2012,6:16,32.3,0.704,16.11,8.97
G381,8/5/2012 18:31,8/5/2012,6:31,32.09,0.701,16.21,8.98
G381,8/5/2012 18:46,8/5/2012,6:46,31.8,0.704,16.24,8.95
G381,8/5/2012 19:01,8/5/2012,7:01,31.57,0.706,16.11,8.87
G381,8/5/2012 19:16,8/5/2012,7:16,31.31,0.71,15.68,8.79
G381,8/5/2012 19:31,8/5/2012,7:31,31.05,0.716,15.25,8.7
G381,8/5/2012 19:46,8/5/2012,7:46,30.78,0.723,14.53,8.6
G381,8/5/2012 20:01,8/5/2012,8:01,30.53,0.73,13.81,8.38
G381,8/5/2012 20:16,8/5/2012,8:16,30.37,0.752,11.96,8.09
G381,8/5/2012 20:31,8/5/2012,8:31,30.24,0.755,11.12,8.08
G381,8/5/2012 20:46,8/5/2012,8:46,30.08,0.757,10.44,8.04
G381,8/5/2012 21:01,8/5/2012,9:01,29.9,0.762,10.01,7.94
G381,8/5/2012 21:16,8/5/2012,9:16,29.73,0.767,9.72,7.94
G381,8/5/2012 21:31,8/5/2012,9:31,29.58,0.775,9.36,7.89
G381,8/5/2012 21:46,8/5/2012,9:46,29.46,0.782,8.62,7.83
G381,8/5/2012 22:01,8/5/2012,10:01,29.31,0.788,7.88,7.79
G381,8/5/2012 22:16,8/5/2012,10:16,29.19,0.793,7.35,7.76
G381,8/5/2012 22:31,8/5/2012,10:31,29.11,0.798,6.5,7.71
G381,8/5/2012 22:46,8/5/2012,10:46,29.02,0.804,5.73,7.67
G381,8/5/2012 23:01,8/5/2012,11:01,28.89,0.807,5.38,7.69
G381,8/5/2012 23:16,8/5/2012,11:16,28.83,0.812,4.89,7.67
G381,8/5/2012 23:31,8/5/2012,11:31,28.73,0.816,4.4,7.66
G381,8/5/2012 23:46,8/5/2012,11:46,28.66,0.819,3.78,7.62
G381,8/6/2012 0:01,8/6/2012,12:01,28.59,0.823,2.5,7.6
G381,8/6/2012 0:16,8/6/2012,12:16,28.52,0.828,2.34,7.58
G381,8/6/2012 0:31,8/6/2012,12:31,28.43,0.83,1.94,7.58
G381,8/6/2012 0:46,8/6/2012,12:46,28.33,0.833,1.26,7.57
G381,8/6/2012 1:01,8/6/2012,1:01,28.3,0.837,0.94,7.54
G381,8/6/2012 1:16,8/6/2012,1:16,28.16,0.84,0.96,7.56
G381,8/6/2012 1:31,8/6/2012,1:31,28.13,0.843,0.74,7.54
G381,8/6/2012 1:46,8/6/2012,1:46,28.07,0.845,0.48,7.54
G381,8/6/2012 2:01,8/6/2012,2:01,28.03,0.848,0.3,7.54
G381,8/6/2012 2:16,8/6/2012,2:16,27.99,0.85,0.27,7.54
G381,8/6/2012 2:31,8/6/2012,2:31,27.96,0.852,0.23,7.54
G381,8/6/2012 2:46,8/6/2012,2:46,27.91,0.854,0.22,7.54
G381,8/6/2012 3:01,8/6/2012,3:01,27.88,0.856,0.23,7.54
G381,8/6/2012 3:16,8/6/2012,3:16,27.85,0.858,0.21,7.54
G381,8/6/2012 3:31,8/6/2012,3:31,27.84,0.86,0.22,7.54
G381,8/6/2012 3:46,8/6/2012,3:46,27.8,0.862,0.22,7.53
G381,8/6/2012 4:01,8/6/2012,4:01,27.77,0.864,0.22,7.53
G381,8/6/2012 4:16,8/6/2012,4:16,27.75,0.865,0.21,7.52
G381,8/6/2012 4:31,8/6/2012,4:31,27.7,0.867,0.19,7.53
G381,8/6/2012 4:46,8/6/2012,4:46,27.67,0.868,0.18,7.52
G381,8/6/2012 5:01,8/6/2012,5:01,27.65,0.869,0.17,7.52
G381,8/6/2012 5:16,8/6/2012,5:16,27.61,0.871,0.16,7.52
G381,8/6/2012 5:31,8/6/2012,5:31,27.57,0.872,0.15,7.49
G381,8/6/2012 5:46,8/6/2012,5:46,27.51,0.873,0.14,7.5
G381,8/6/2012 6:01,8/6/2012,6:01,27.41,0.874,0.14,7.5
G381,8/6/2012 6:16,8/6/2012,6:16,27.38,0.875,0.13,7.51
G381,8/6/2012 6:31,8/6/2012,6:31,27.35,0.876,0.13,7.51
G381,8/6/2012 6:46,8/6/2012,6:46,27.38,0.877,0.14,7.49
G381,8/6/2012 7:01,8/6/2012,7:01,27.25,0.879,0.15,7.49
G381,8/6/2012 7:16,8/6/2012,7:16,27.31,0.88,0.15,7.48
G381,8/6/2012 7:31,8/6/2012,7:31,27.24,0.881,0.13,7.48
G381,8/6/2012 7:46,8/6/2012,7:46,27.2,0.881,0.14,7.49
G381,8/6/2012 8:01,8/6/2012,8:01,27.18,0.882,0.14,7.51
G381,8/6/2012 8:16,8/6/2012,8:16,27.15,0.884,0.18,7.5
G381,8/6/2012 8:31,8/6/2012,8:31,27.15,0.884,0.21,7.5
G381,8/6/2012 8:46,8/6/2012,8:46,27.09,0.885,0.29,7.49
G381,8/6/2012 9:01,8/6/2012,9:01,27.09,0.887,0.37,7.48
G381,8/6/2012 9:16,8/6/2012,9:16,27.07,0.888,0.94,7.49
G381,8/6/2012 9:31,8/6/2012,9:31,27.08,0.889,0.81,7.47
G381,8/6/2012 9:46,8/6/2012,9:46,27.03,0.889,1.36,7.48
G381,8/6/2012 10:01,8/6/2012,10:01,27.03,0.889,1.76,7.48
G381,8/6/2012 10:16,8/6/2012,10:16,27.02,0.889,2.03,7.49
G381,8/6/2012 10:31,8/6/2012,10:31,27.04,0.889,3.02,7.51
G381,8/6/2012 10:46,8/6/2012,10:46,27.1,0.889,3.6,7.53
G381,8/6/2012 11:01,8/6/2012,11:01,27.2,0.887,4.34,7.56
G381,8/6/2012 11:16,8/6/2012,11:16,27.36,0.884,5.95,7.62
G381,8/6/2012 11:31,8/6/2012,11:31,27.5,0.881,6.83,7.65
G381,8/6/2012 11:46,8/6/2012,11:46,27.58,0.879,6.07,7.6
G381,8/13/2012 15:01,8/13/2012,3:01,37.43,0.576,13.11,9.44
G381,8/13/2012 15:16,8/13/2012,3:16,37.96,0.557,13.26,9.49
G381,8/13/2012 15:31,8/13/2012,3:31,38.22,0.537,14.58,9.5
G381,8/13/2012 15:46,8/13/2012,3:46,38.3,0.525,15.96,9.52
G381,8/13/2012 16:01,8/13/2012,4:01,37.19,0.514,16.35,9.47
G381,8/13/2012 16:16,8/13/2012,4:16,36.48,0.507,17.06,9.45
G381,8/13/2012 16:31,8/13/2012,4:31,35.3,0.493,17.1,9.42
G381,8/13/2012 16:46,8/13/2012,4:46,34.95,0.488,16.59,9.37
G381,8/13/2012 17:01,8/13/2012,5:01,34.51,0.487,15.97,9.37
G381,8/13/2012 17:16,8/13/2012,5:16,34.06,0.484,15.37,9.26
G381,8/13/2012 17:31,8/13/2012,5:31,33.64,0.484,14.97,9.21
G381,8/13/2012 17:46,8/13/2012,5:46,33.35,0.486,14.61,9.15
G381,8/13/2012 18:01,8/13/2012,6:01,33.22,0.485,14.46,9.13
G381,8/13/2012 18:16,8/13/2012,6:16,33.01,0.488,14.19,9.08
G381,8/13/2012 18:31,8/13/2012,6:31,32.6,0.492,13.76,9.01
G381,8/13/2012 18:46,8/13/2012,6:46,32.34,0.496,13.07,8.93
G381,8/13/2012 19:01,8/13/2012,7:01,32.12,0.5,12.47,8.88
G381,8/13/2012 19:16,8/13/2012,7:16,31.89,0.504,11.96,8.83
G381,8/13/2012 19:31,8/13/2012,7:31,31.75,0.509,11.39,8.77
G381,8/13/2012 19:46,8/13/2012,7:46,31.56,0.513,10.68,8.7
G381,8/13/2012 20:01,8/13/2012,8:01,31.54,0.519,10.08,8.61
G381,8/13/2012 20:16,8/13/2012,8:16,31.29,0.527,9.19,8.54
G381,8/13/2012 20:31,8/13/2012,8:31,31.01,0.538,8.28,8.44
G381,8/13/2012 20:46,8/13/2012,8:46,30.86,0.544,7.42,8.38
G381,8/13/2012 21:01,8/13/2012,9:01,30.63,0.55,6.85,8.31
G381,8/13/2012 21:16,8/13/2012,9:16,30.46,0.556,6.17,8.26
G381,8/13/2012 21:31,8/13/2012,9:31,30.28,0.562,5.45,8.22
G381,8/13/2012 21:46,8/13/2012,9:46,30.25,0.567,4.99,8.2
